transaction_id,transaction_date,branch_id,branch_name,city,region,customer_id,customer_age_group,customer_gender,product_id,product_name,category,brand,quantity,unit_price,discount_percent,revenue,cost,profit,payment_method
TX009026,2024-11-15,BR001,Central Mall,Phnom Penh,Central,CUS02259,18-24,Female,PRD0048,Jasmine Rice 5kg,Grocery,FarmFresh,4,$7.99,20%,$25.57,$19.02,$6.55,Debit Card
TX009027,2024-11-15,BR005,South Market,Kampot,South,CUS00955,55+,Female,PRD0053,Bottled Water 1.5L,Grocery,PureSpring,5,$20.99,0%,$104.95,$83.84,$21.11,Credit Card
TX009028,2024-11-15,BR005,South Market,Kampot,South,CUS00991,55+,Male,PRD0019,Summer Sandals,Fashion,StrideOn,1,$111.99,10%,$100.79,$62.02,$38.77,Debit Card
TX009029,2024-11-16,BR006,East Square,Kratie,East,CUS02558,45-54,Male,PRD0030,Facial Cleanser,Beauty,GlowLab,1,$50.99,5%,$48.44,$36.01,$12.43,Cash
TX009030,2024-11-16,BR008,City Hub,Sihanoukville,South,CUS01369,55+,Female,PRD0018,Formal Shirt,Fashion,Denim Co,2,$19.99,15%,$33.98,$21.00,$12.98,Cash
TX009031,2024-11-16,BR003,Riverside Center,Siem Reap,North,CUS02315,35-44,Male,PRD0036,Hair Serum,Beauty,GlowLab,6,$16.99,15%,$86.65,$69.28,$17.37,Credit Card
TX009032,2024-11-16,BR008,City Hub,Sihanoukville,South,CUS01136,25-34,Male,PRD0036,Hair Serum,Beauty,GlowLab,5,$13.99,25%,$52.46,$38.29,$14.17,Mobile Payment
TX009033,2024-11-16,BR002,Downtown Plaza,Phnom Penh,Central,CUS02089,25-34,Female,PRD0052,Canned Tuna,Grocery,QuickMeal,3,$1.00,10%,$2.70,$1.62,$1.08,Cash
TX009034,2024-11-16,BR008,City Hub,Sihanoukville,South,CUS03929,45-54,Female,PRD0040,Running Shoes,Sports,ActivePro,3,$158.99,0%,$476.97,$350.59,$126.38,Credit Card
TX009035,2024-11-16,BR006,East Square,Kratie,East,CUS02072,35-44,Female,PRD0034,Shampoo 400ml,Beauty,GlowLab,3,$28.99,20%,$69.58,$52.30,$17.28,Mobile Payment
TX009036,2024-11-16,BR008,City Hub,Sihanoukville,South,CUS02097,35-44,Female,PRD0017,Wool Sweater,Fashion,Urbanwear,4,$74.99,0%,$299.96,$231.81,$68.15,Credit Card
TX009037,2024-11-16,BR002,Downtown Plaza,Phnom Penh,Central,CUS02097,35-44,Female,PRD0063,Mechanical Pencil Set,Stationery,WriteWell,5,$11.99,5%,$56.95,$40.31,$16.64,Credit Card
TX009038,2024-11-16,BR007,West Gate,Pursat,West,CUS03603,55+,Female,PRD0029,Wall Clock,Home Living,BrightHome,1,$58.99,10%,$53.09,$42.61,$10.48,Debit Card
TX009039,2024-11-16,BR004,North Point,Battambang,North,CUS02866,25-34,Female,PRD0008,Power Bank 20000mAh,Electronics,Sonix,1,$629.99,15%,$535.49,$376.30,$159.19,Cash
TX009040,2024-11-16,BR002,Downtown Plaza,Phnom Penh,Central,CUS00123,45-54,Male,PRD0018,Formal Shirt,Fashion,Denim Co,1,$17.99,20%,$14.39,$8.11,$6.28,Credit Card
TX009041,2024-11-16,BR004,North Point,Battambang,North,CUS00502,45-54,Male,PRD0020,Silk Scarf,Fashion,Belle Mode,2,$81.99,15%,$139.38,$112.19,$27.19,Mobile Payment
TX009042,2024-11-16,BR001,Central Mall,Phnom Penh,Central,CUS02444,45-54,Male,PRD0011,Men's Denim Jacket,Fashion,Urbanwear,3,$53.99,5%,$153.87,$130.21,$23.66,Credit Card
TX009043,2024-11-16,BR001,Central Mall,Phnom Penh,Central,CUS03217,25-34,Male,PRD0054,Ground Coffee 200g,Grocery,BrewHouse,5,$18.99,5%,$90.20,$59.95,$30.25,Credit Card
TX009044,2024-11-16,BR001,Central Mall,Phnom Penh,Central,CUS00496,18-24,Female,PRD0012,Women's Summer Dress,Fashion,Belle Mode,3,$131.99,0%,$395.97,$220.96,$175.01,Debit Card
TX009045,2024-11-16,BR003,Riverside Center,Siem Reap,North,CUS02097,35-44,Female,PRD0038,Body Lotion,Beauty,PureSkin,3,$31.99,0%,$95.97,$62.03,$33.94,Mobile Payment
TX009046,2024-11-16,BR002,Downtown Plaza,Phnom Penh,Central,CUS02699,25-34,Male,PRD0051,Fresh Eggs (12pc),Grocery,FarmFresh,4,$5.99,20%,$19.17,$16.18,$2.99,Mobile Payment
TX009047,2024-11-16,BR008,City Hub,Sihanoukville,South,CUS01778,25-34,Female,PRD0033,Sunscreen SPF50,Beauty,PureSkin,3,$27.99,10%,$75.57,$48.66,$26.91,Cash
TX009048,2024-11-16,BR005,South Market,Kampot,South,CUS02909,55+,Male,PRD0056,Bread Loaf,Grocery,QuickMeal,7,$20.99,30%,$102.85,$83.97,$18.88,Credit Card
TX009049,2024-11-16,BR008,City Hub,Sihanoukville,South,CUS01527,45-54,Female,PRD0033,Sunscreen SPF50,Beauty,PureSkin,3,$26.99,10%,$72.87,$45.24,$27.63,Debit Card
TX009050,2024-11-16,BR003,Riverside Center,Siem Reap,North,CUS02621,25-34,Male,PRD0027,Blackout Curtain Set,Home Living,CozyNest,1,$134.99,10%,$121.49,$97.18,$24.31,Cash
TX009051,2024-11-16,BR004,North Point,Battambang,North,CUS03250,18-24,Female,PRD0036,Hair Serum,Beauty,GlowLab,1,$15.99,30%,$11.19,$6.41,$4.78,Debit Card
TX009052,2024-11-16,BR006,East Square,Kratie,East,CUS04013,45-54,Female,PRD0060,School Backpack,Stationery,CarryAll,4,$2.99,15%,$10.17,$8.63,$1.54,Debit Card
TX009053,2024-11-16,BR003,Riverside Center,Siem Reap,North,CUS02680,35-44,Male,PRD0008,Power Bank 20000mAh,Electronics,Sonix,1,$640.99,10%,$576.89,$476.17,$100.72,Cash
TX009054,2024-11-16,BR008,City Hub,Sihanoukville,South,CUS01559,35-44,Female,PRD0063,Mechanical Pencil Set,Stationery,WriteWell,5,$11.99,0%,$59.95,$40.48,$19.47,Credit Card
TX009055,2024-11-16,BR001,Central Mall,Phnom Penh,Central,CUS03026,45-54,Male,PRD0046,Resistance Bands Set,Sports,FitGear,2,$163.99,0%,$327.98,$186.79,$141.19,Debit Card
TX009056,2024-11-16,BR006,East Square,Kratie,East,CUS03418,35-44,Female,PRD0062,Sketchbook,Stationery,PaperPlus,5,$10.99,10%,$49.46,$31.88,$17.58,Credit Card
TX009057,2024-11-16,BR003,Riverside Center,Siem Reap,North,CUS01823,55+,Male,PRD0011,Men's Denim Jacket,Fashion,Urbanwear,1,$54.99,20%,$43.99,$30.83,$13.16,Cash
TX009058,2024-11-16,BR008,City Hub,Sihanoukville,South,CUS01609,25-34,Male,PRD0027,Blackout Curtain Set,Home Living,CozyNest,2,$122.99,25%,$184.48,$129.95,$54.53,Mobile Payment
TX009059,2024-11-16,BR004,North Point,Battambang,North,CUS00653,45-54,Female,PRD0008,Power Bank 20000mAh,Electronics,Sonix,1,$653.99,0%,$653.99,$552.14,$101.85,Credit Card
TX009060,2024-11-17,BR005,South Market,Kampot,South,CUS02849,55+,Male,PRD0009,Digital Camera Z2,Electronics,ClearView,2,$145.99,15%,$248.18,$186.67,$61.51,Credit Card
TX009061,2024-11-17,BR006,East Square,Kratie,East,CUS01959,45-54,Female,PRD0032,Matte Lipstick,Beauty,Belle Cosmetics,3,$59.99,10%,$161.97,$90.80,$71.17,Cash
TX009062,2024-11-17,BR008,City Hub,Sihanoukville,South,CUS00556,55+,Female,PRD0008,Power Bank 20000mAh,Electronics,Sonix,1,$706.99,10%,$636.29,$494.30,$141.99,Credit Card
TX009063,2024-11-17,BR008,City Hub,Sihanoukville,South,CUS02362,35-44,Male,PRD0044,Sports Water Bottle,Sports,FitGear,3,$74.99,5%,$213.72,$138.39,$75.33,Debit Card
TX009064,2024-11-17,BR006,East Square,Kratie,East,CUS04164,45-54,Male,PRD0044,Sports Water Bottle,Sports,FitGear,1,$77.99,20%,$62.39,$46.08,$16.31,Credit Card
TX009065,2024-11-17,BR008,City Hub,Sihanoukville,South,CUS00215,55+,Female,PRD0062,Sketchbook,Stationery,PaperPlus,3,$10.99,10%,$29.67,$18.98,$10.69,Credit Card
TX009066,2024-11-17,BR002,Downtown Plaza,Phnom Penh,Central,CUS02161,25-34,Female,PRD0065,Desk Organizer,Stationery,CarryAll,3,$14.99,0%,$44.97,$25.78,$19.19,Mobile Payment
TX009067,2024-11-17,BR002,Downtown Plaza,Phnom Penh,Central,CUS03935,35-44,Male,PRD0018,Formal Shirt,Fashion,Denim Co,2,$18.99,5%,$36.08,$26.81,$9.27,Credit Card
TX009068,2024-11-17,BR001,Central Mall,Phnom Penh,Central,CUS04030,25-34,Male,PRD0061,Highlighter Set,Stationery,WriteWell,3,$13.99,25%,$31.48,$22.30,$9.18,Credit Card
TX009069,2024-11-17,BR003,Riverside Center,Siem Reap,North,CUS01521,18-24,Female,PRD0007,Gaming Mouse RGB,Electronics,NexGear,4,$731.99,15%,"$2,488.77","$1,438.43","$1,050.34",Mobile Payment
TX009070,2024-11-17,BR004,North Point,Battambang,North,CUS00741,45-54,Male,PRD0052,Canned Tuna,Grocery,QuickMeal,4,$1.00,20%,$3.20,$1.97,$1.23,Credit Card
TX009071,2024-11-17,BR002,Downtown Plaza,Phnom Penh,Central,CUS01854,18-24,Male,PRD0041,Adjustable Dumbbell Set,Sports,FitGear,3,$111.99,20%,$268.78,$217.67,$51.11,Credit Card
TX009072,2024-11-17,BR004,North Point,Battambang,North,CUS01405,25-34,Male,PRD0023,LED Desk Lamp,Home Living,BrightHome,2,$305.99,5%,$581.38,$371.57,$209.81,Credit Card
TX009073,2024-11-17,BR005,South Market,Kampot,South,CUS02063,45-54,Female,PRD0053,Bottled Water 1.5L,Grocery,PureSpring,4,$21.99,0%,$87.96,$62.75,$25.21,Credit Card
TX009074,2024-11-17,BR001,Central Mall,Phnom Penh,Central,CUS02526,45-54,Female,PRD0017,Wool Sweater,Fashion,Urbanwear,2,$84.99,5%,$161.48,$105.99,$55.49,Mobile Payment
TX009075,2024-11-17,BR006,East Square,Kratie,East,CUS03266,18-24,Female,PRD0042,Football,Sports,ActivePro,1,$212.99,0%,$212.99,$174.76,$38.23,Credit Card
TX009076,2024-11-17,BR004,North Point,Battambang,North,CUS02651,35-44,Male,PRD0055,Fresh Milk 1L,Grocery,DairyBest,6,$16.99,30%,$71.36,$44.70,$26.66,Debit Card
TX009077,2024-11-18,BR007,West Gate,Pursat,West,CUS03744,45-54,Female,PRD0012,Women's Summer Dress,Fashion,Belle Mode,3,$137.99,15%,$351.87,$195.46,$156.41,Debit Card
TX009078,2024-11-18,BR004,North Point,Battambang,North,CUS03106,45-54,Male,PRD0002,Wireless Earbuds Pro,Electronics,Sonix,1,$356.99,10%,$321.29,$177.05,$144.24,Credit Card
TX009079,2024-11-18,BR008,City Hub,Sihanoukville,South,CUS02175,18-24,Male,PRD0054,Ground Coffee 200g,Grocery,BrewHouse,6,$16.99,25%,$76.46,$55.46,$21.00,Credit Card
TX009080,2024-11-18,BR005,South Market,Kampot,South,CUS00507,55+,Male,PRD0018,Formal Shirt,Fashion,Denim Co,2,$18.99,10%,$34.18,$21.43,$12.75,Credit Card
TX009081,2024-11-18,BR006,East Square,Kratie,East,CUS03414,45-54,Female,PRD0015,Leather Handbag,Fashion,Belle Mode,1,$62.99,10%,$56.69,$44.63,$12.06,Mobile Payment
TX009082,2024-11-18,BR002,Downtown Plaza,Phnom Penh,Central,CUS02986,55+,Female,PRD0019,Summer Sandals,Fashion,StrideOn,1,$130.99,0%,$130.99,$78.12,$52.87,Debit Card
TX009083,2024-11-18,BR004,North Point,Battambang,North,CUS01499,35-44,Female,PRD0049,Cooking Oil 1L,Grocery,FarmFresh,4,$17.99,25%,$53.97,$40.72,$13.25,Cash
TX009084,2024-11-18,BR004,North Point,Battambang,North,CUS01021,35-44,Male,PRD0012,Women's Summer Dress,Fashion,Belle Mode,1,$124.99,20%,$99.99,$80.94,$19.05,Mobile Payment
TX009085,2024-11-18,BR003,Riverside Center,Siem Reap,North,CUS02762,25-34,Male,PRD0057,Mixed Snack Pack,Grocery,QuickMeal,7,$13.99,0%,$97.93,$82.61,$15.32,Credit Card
TX009086,2024-11-18,BR006,East Square,Kratie,East,CUS00346,55+,Male,PRD0042,Football,Sports,ActivePro,1,$175.99,0%,$175.99,$123.95,$52.04,Credit Card
TX009087,2024-11-19,BR004,North Point,Battambang,North,CUS03345,35-44,Male,PRD0032,Matte Lipstick,Beauty,Belle Cosmetics,1,$71.99,10%,$64.79,$54.90,$9.89,Cash
TX009088,2024-11-19,BR003,Riverside Center,Siem Reap,North,CUS00994,45-54,Male,PRD0061,Highlighter Set,Stationery,WriteWell,3,$12.99,15%,$33.12,$20.36,$12.76,Mobile Payment
TX009089,2024-11-19,BR005,South Market,Kampot,South,CUS02521,55+,Female,PRD0052,Canned Tuna,Grocery,QuickMeal,4,$1.00,0%,$4.00,$2.46,$1.54,Mobile Payment
TX009090,2024-11-19,BR003,Riverside Center,Siem Reap,North,CUS01339,35-44,Female,PRD0016,Running Sneakers,Fashion,StrideOn,1,$36.99,15%,$31.44,$21.21,$10.23,Debit Card
TX009091,2024-11-19,BR008,City Hub,Sihanoukville,South,CUS02051,45-54,Female,PRD0062,Sketchbook,Stationery,PaperPlus,2,$11.99,15%,$20.38,$14.82,$5.56,Cash
TX009092,2024-11-19,BR003,Riverside Center,Siem Reap,North,CUS03397,25-34,Female,PRD0018,Formal Shirt,Fashion,Denim Co,1,$16.99,20%,$13.59,$9.84,$3.75,Mobile Payment
TX009093,2024-11-19,BR002,Downtown Plaza,Phnom Penh,Central,CUS01273,55+,Male,PRD0036,Hair Serum,Beauty,GlowLab,3,$14.99,25%,$33.73,$25.22,$8.51,Credit Card
TX009094,2024-11-19,BR002,Downtown Plaza,Phnom Penh,Central,CUS00130,35-44,Male,PRD0019,Summer Sandals,Fashion,StrideOn,1,$110.99,0%,$110.99,$93.54,$17.45,Cash
TX009095,2024-11-19,BR004,North Point,Battambang,North,CUS00309,25-34,Female,PRD0048,Jasmine Rice 5kg,Grocery,FarmFresh,4,$7.99,20%,$25.57,$14.96,$10.61,Credit Card
TX009096,2024-11-19,BR007,West Gate,Pursat,West,CUS00296,45-54,Male,PRD0043,Cycling Helmet,Sports,RideSafe,3,$178.99,5%,$510.12,$285.19,$224.93,Debit Card
TX009097,2024-11-19,BR002,Downtown Plaza,Phnom Penh,Central,CUS01991,25-34,Male,PRD0014,Slim Fit Jeans,Fashion,Denim Co,2,$119.99,25%,$179.98,$109.22,$70.76,Debit Card
TX009098,2024-11-19,BR003,Riverside Center,Siem Reap,North,CUS00341,55+,Female,PRD0052,Canned Tuna,Grocery,QuickMeal,4,$1.00,10%,$3.60,$2.64,$0.96,Debit Card
TX009099,2024-11-19,BR006,East Square,Kratie,East,CUS01818,35-44,Male,PRD0031,Moisturizing Cream,Beauty,PureSkin,2,$53.99,25%,$80.98,$55.55,$25.43,Cash
TX009100,2024-11-19,BR004,North Point,Battambang,North,CUS02925,45-54,Female,PRD0003,Laptop Pro 14,Electronics,Voltek,1,$656.99,15%,$558.44,$393.26,$165.18,Cash
TX009101,2024-11-19,BR003,Riverside Center,Siem Reap,North,CUS03696,35-44,Female,PRD0049,Cooking Oil 1L,Grocery,FarmFresh,4,$20.99,0%,$83.96,$54.91,$29.05,Cash
TX009102,2024-11-19,BR002,Downtown Plaza,Phnom Penh,Central,CUS00971,45-54,Female,PRD0009,Digital Camera Z2,Electronics,ClearView,3,$152.99,25%,$344.23,$194.49,$149.74,Debit Card
TX009103,2024-11-19,BR003,Riverside Center,Siem Reap,North,CUS03686,25-34,Female,PRD0058,Notebook A5,Stationery,PaperPlus,2,$11.99,10%,$21.58,$14.19,$7.39,Cash
TX009104,2024-11-19,BR006,East Square,Kratie,East,CUS04125,35-44,Female,PRD0048,Jasmine Rice 5kg,Grocery,FarmFresh,5,$6.99,15%,$29.71,$22.24,$7.47,Mobile Payment
TX009105,2024-11-20,BR003,Riverside Center,Siem Reap,North,CUS02621,25-34,Male,PRD0028,Electric Kettle,Home Living,HomeCraft,1,$26.99,30%,$18.89,$11.39,$7.50,Debit Card
TX009106,2024-11-20,BR008,City Hub,Sihanoukville,South,CUS03111,18-24,Female,PRD0003,Laptop Pro 14,Electronics,Voltek,1,$650.99,10%,$585.89,$444.82,$141.07,Mobile Payment
TX009107,2024-11-20,BR008,City Hub,Sihanoukville,South,CUS02065,18-24,Male,PRD0018,Formal Shirt,Fashion,Denim Co,4,$17.99,10%,$64.76,$51.19,$13.57,Mobile Payment
TX009108,2024-11-20,BR006,East Square,Kratie,East,CUS00298,35-44,Male,PRD0050,Instant Noodles Pack,Grocery,QuickMeal,3,$4.99,30%,$10.48,$8.83,$1.65,Debit Card
TX009109,2024-11-20,BR008,City Hub,Sihanoukville,South,CUS04033,35-44,Male,PRD0058,Notebook A5,Stationery,PaperPlus,6,$12.99,5%,$74.04,$53.69,$20.35,Credit Card
TX009110,2024-11-20,BR002,Downtown Plaza,Phnom Penh,Central,CUS03962,18-24,Male,PRD0054,Ground Coffee 200g,Grocery,BrewHouse,5,$16.99,10%,$76.46,$56.11,$20.35,Credit Card
TX009111,2024-11-20,BR008,City Hub,Sihanoukville,South,CUS01423,55+,Male,PRD0055,Fresh Milk 1L,Grocery,DairyBest,4,$17.99,20%,$57.57,$46.31,$11.26,Credit Card
TX009112,2024-11-20,BR002,Downtown Plaza,Phnom Penh,Central,CUS00858,18-24,Female,PRD0008,Power Bank 20000mAh,Electronics,Sonix,1,$717.99,15%,$610.29,$486.36,$123.93,Debit Card
TX009113,2024-11-20,BR002,Downtown Plaza,Phnom Penh,Central,CUS00265,25-34,Female,PRD0013,Cotton T-Shirt,Fashion,Urbanwear,1,$92.99,5%,$88.34,$74.85,$13.49,Cash
TX009114,2024-11-20,BR003,Riverside Center,Siem Reap,North,CUS02097,35-44,Female,PRD0051,Fresh Eggs (12pc),Grocery,FarmFresh,6,$5.99,10%,$32.35,$22.76,$9.59,Credit Card
TX009115,2024-11-20,BR001,Central Mall,Phnom Penh,Central,CUS03883,25-34,Female,PRD0011,Men's Denim Jacket,Fashion,Urbanwear,2,$59.99,30%,$83.99,$59.42,$24.57,Mobile Payment
TX009116,2024-11-20,BR006,East Square,Kratie,East,CUS00166,35-44,Male,PRD0049,Cooking Oil 1L,Grocery,FarmFresh,10,$19.99,20%,$159.92,$88.69,$71.23,Debit Card
TX009117,2024-11-20,BR001,Central Mall,Phnom Penh,Central,CUS02588,18-24,Male,PRD0005,Bluetooth Speaker,Electronics,Sonix,1,$121.99,30%,$85.39,$48.88,$36.51,Mobile Payment
TX009118,2024-11-20,BR007,West Gate,Pursat,West,CUS03536,55+,Male,PRD0050,Instant Noodles Pack,Grocery,QuickMeal,6,$4.49,0%,$26.94,$22.72,$4.22,Debit Card
TX009119,2024-11-20,BR007,West Gate,Pursat,West,CUS01696,55+,Female,PRD0046,Resistance Bands Set,Sports,FitGear,1,$189.99,0%,$189.99,$134.38,$55.61,Credit Card
TX009120,2024-11-20,BR002,Downtown Plaza,Phnom Penh,Central,CUS02591,45-54,Female,PRD0055,Fresh Milk 1L,Grocery,DairyBest,6,$18.99,0%,$113.94,$87.29,$26.65,Cash
TX009121,2024-11-20,BR004,North Point,Battambang,North,CUS01956,35-44,Male,PRD0018,Formal Shirt,Fashion,Denim Co,1,$16.99,25%,$12.74,$7.83,$4.91,Mobile Payment
TX009122,2024-11-20,BR006,East Square,Kratie,East,CUS00264,35-44,Female,PRD0019,Summer Sandals,Fashion,StrideOn,2,$109.99,15%,$186.98,$128.40,$58.58,Credit Card
TX009123,2024-11-20,BR006,East Square,Kratie,East,CUS02101,45-54,Female,PRD0035,Perfume 50ml,Beauty,Belle Cosmetics,4,$32.99,5%,$125.36,$87.19,$38.17,Debit Card
TX009124,2024-11-21,BR006,East Square,Kratie,East,CUS00375,35-44,Female,PRD0046,Resistance Bands Set,Sports,FitGear,1,$180.99,15%,$153.84,$97.52,$56.32,Cash
TX009125,2024-11-21,BR001,Central Mall,Phnom Penh,Central,CUS02879,25-34,Male,PRD0006,Tablet Air 10,Electronics,Voltek,1,$923.99,5%,$877.79,$648.73,$229.06,Credit Card
TX009126,2024-11-21,BR005,South Market,Kampot,South,CUS01369,55+,Female,PRD0062,Sketchbook,Stationery,PaperPlus,2,$9.99,15%,$16.98,$10.40,$6.58,Cash
TX009127,2024-11-21,BR005,South Market,Kampot,South,CUS03409,35-44,Female,PRD0049,Cooking Oil 1L,Grocery,FarmFresh,5,$20.99,5%,$99.70,$57.46,$42.24,Cash
TX009128,2024-11-21,BR003,Riverside Center,Siem Reap,North,CUS02495,35-44,Female,PRD0007,Gaming Mouse RGB,Electronics,NexGear,1,$620.99,15%,$527.84,$391.64,$136.20,Cash
TX009129,2024-11-21,BR003,Riverside Center,Siem Reap,North,CUS03933,35-44,Male,PRD0055,Fresh Milk 1L,Grocery,DairyBest,2,$20.99,0%,$41.98,$33.01,$8.97,Credit Card
TX009130,2024-11-21,BR003,Riverside Center,Siem Reap,North,CUS03114,45-54,Male,PRD0064,File Folder Set,Stationery,PaperPlus,4,$17.99,5%,$68.36,$49.58,$18.78,Mobile Payment
TX009131,2024-11-21,BR001,Central Mall,Phnom Penh,Central,CUS03049,25-34,Female,PRD0018,Formal Shirt,Fashion,Denim Co,2,$17.99,0%,$35.98,$21.74,$14.24,Mobile Payment
TX009132,2024-11-21,BR001,Central Mall,Phnom Penh,Central,CUS01344,45-54,Male,PRD0056,Bread Loaf,Grocery,QuickMeal,4,$19.99,20%,$63.97,$46.46,$17.51,Credit Card
TX009133,2024-11-21,BR003,Riverside Center,Siem Reap,North,CUS01943,35-44,Female,PRD0040,Running Shoes,Sports,ActivePro,1,$143.99,20%,$115.19,$89.85,$25.34,Cash
TX009134,2024-11-21,BR004,North Point,Battambang,North,CUS03146,18-24,Male,PRD0053,Bottled Water 1.5L,Grocery,PureSpring,2,$19.99,5%,$37.98,$25.86,$12.12,Credit Card
TX009135,2024-11-21,BR008,City Hub,Sihanoukville,South,CUS03030,25-34,Male,PRD0045,Badminton Racket,Sports,ActivePro,3,$179.99,0%,$539.97,$408.81,$131.16,Mobile Payment
TX009136,2024-11-21,BR003,Riverside Center,Siem Reap,North,CUS02905,18-24,Male,PRD0015,Leather Handbag,Fashion,Belle Mode,1,$65.99,0%,$65.99,$36.49,$29.50,Debit Card
TX009137,2024-11-21,BR004,North Point,Battambang,North,CUS00036,35-44,Female,PRD0057,Mixed Snack Pack,Grocery,QuickMeal,6,$13.99,15%,$71.35,$57.40,$13.95,Mobile Payment
TX009138,2024-11-21,BR007,West Gate,Pursat,West,CUS00071,35-44,Male,PRD0049,Cooking Oil 1L,Grocery,FarmFresh,3,$19.99,0%,$59.97,$45.65,$14.32,Cash
TX009139,2024-11-21,BR007,West Gate,Pursat,West,CUS00274,55+,Male,PRD0051,Fresh Eggs (12pc),Grocery,FarmFresh,5,$4.99,5%,$23.70,$20.03,$3.67,Cash
TX009140,2024-11-21,BR001,Central Mall,Phnom Penh,Central,CUS00125,18-24,Male,PRD0054,Ground Coffee 200g,Grocery,BrewHouse,5,$17.99,25%,$67.46,$38.10,$29.36,Mobile Payment
TX009141,2024-11-21,BR004,North Point,Battambang,North,CUS03290,25-34,Male,PRD0051,Fresh Eggs (12pc),Grocery,FarmFresh,4,$4.99,0%,$19.96,$10.99,$8.97,Credit Card
TX009142,2024-11-21,BR004,North Point,Battambang,North,CUS02309,35-44,Male,PRD0035,Perfume 50ml,Beauty,Belle Cosmetics,2,$36.99,5%,$70.28,$50.40,$19.88,Debit Card
TX009143,2024-11-21,BR004,North Point,Battambang,North,CUS02103,25-34,Male,PRD0017,Wool Sweater,Fashion,Urbanwear,3,$83.99,30%,$176.38,$144.64,$31.74,Cash
TX009144,2024-11-22,BR003,Riverside Center,Siem Reap,North,CUS00357,25-34,Female,PRD0065,Desk Organizer,Stationery,CarryAll,3,$12.99,0%,$38.97,$27.08,$11.89,Debit Card
TX009145,2024-11-22,BR004,North Point,Battambang,North,CUS03296,35-44,Female,PRD0050,Instant Noodles Pack,Grocery,QuickMeal,4,$3.99,0%,$15.96,$9.81,$6.15,Cash
TX009146,2024-11-22,BR001,Central Mall,Phnom Penh,Central,CUS00390,25-34,Female,PRD0050,Instant Noodles Pack,Grocery,QuickMeal,5,$4.49,25%,$16.84,$12.38,$4.46,Cash
TX009147,2024-11-22,BR002,Downtown Plaza,Phnom Penh,Central,CUS00972,25-34,Male,PRD0004,Smart TV 43in,Electronics,ClearView,1,$576.99,25%,$432.74,$320.28,$112.46,Cash
TX009148,2024-11-22,BR001,Central Mall,Phnom Penh,Central,CUS03468,18-24,Male,PRD0028,Electric Kettle,Home Living,HomeCraft,2,$27.99,20%,$44.78,$29.52,$15.26,Cash
TX009149,2024-11-22,BR004,North Point,Battambang,North,CUS02906,45-54,Female,PRD0028,Electric Kettle,Home Living,HomeCraft,3,$27.99,15%,$71.37,$51.08,$20.29,Mobile Payment
TX009150,2024-11-22,BR002,Downtown Plaza,Phnom Penh,Central,CUS00389,18-24,Female,PRD0056,Bread Loaf,Grocery,QuickMeal,4,$22.99,15%,$78.17,$43.01,$35.16,Debit Card
TX009151,2024-11-22,BR003,Riverside Center,Siem Reap,North,CUS00294,35-44,Female,PRD0011,Men's Denim Jacket,Fashion,Urbanwear,1,$59.99,15%,$50.99,$30.46,$20.53,Debit Card
TX009152,2024-11-22,BR001,Central Mall,Phnom Penh,Central,CUS01798,18-24,Female,PRD0059,Ballpoint Pen Set,Stationery,WriteWell,1,$3.49,15%,$2.97,$1.90,$1.07,Debit Card
TX009153,2024-11-22,BR005,South Market,Kampot,South,CUS02560,55+,Male,PRD0048,Jasmine Rice 5kg,Grocery,FarmFresh,5,$8.99,25%,$33.71,$19.77,$13.94,Cash
TX009154,2024-11-22,BR002,Downtown Plaza,Phnom Penh,Central,CUS01078,25-34,Female,PRD0050,Instant Noodles Pack,Grocery,QuickMeal,7,$4.99,15%,$29.69,$19.67,$10.02,Debit Card
TX009155,2024-11-22,BR006,East Square,Kratie,East,CUS02485,18-24,Female,PRD0007,Gaming Mouse RGB,Electronics,NexGear,1,$709.99,20%,$567.99,$337.63,$230.36,Cash
TX009156,2024-11-22,BR001,Central Mall,Phnom Penh,Central,CUS01587,45-54,Female,PRD0061,Highlighter Set,Stationery,WriteWell,2,$16.99,15%,$28.88,$22.89,$5.99,Mobile Payment
TX009157,2024-11-22,BR004,North Point,Battambang,North,CUS02505,35-44,Female,PRD0025,Memory Foam Pillow,Home Living,CozyNest,3,$208.99,10%,$564.27,$411.16,$153.11,Credit Card
TX009158,2024-11-22,BR008,City Hub,Sihanoukville,South,CUS03051,18-24,Male,PRD0010,Smartwatch S2,Electronics,NexGear,1,$361.99,15%,$307.69,$230.99,$76.70,Debit Card
TX009159,2024-11-22,BR002,Downtown Plaza,Phnom Penh,Central,CUS03556,25-34,Male,PRD0046,Resistance Bands Set,Sports,FitGear,3,$169.99,10%,$458.97,$290.50,$168.47,Mobile Payment
TX009160,2024-11-23,BR001,Central Mall,Phnom Penh,Central,CUS00858,18-24,Female,PRD0049,Cooking Oil 1L,Grocery,FarmFresh,4,$17.99,10%,$64.76,$53.55,$11.21,Cash
TX009161,2024-11-23,BR002,Downtown Plaza,Phnom Penh,Central,CUS00352,25-34,Female,PRD0052,Canned Tuna,Grocery,QuickMeal,6,$1.00,0%,$6.00,$4.21,$1.79,Cash
TX009162,2024-11-23,BR001,Central Mall,Phnom Penh,Central,CUS00505,18-24,Male,PRD0051,Fresh Eggs (12pc),Grocery,FarmFresh,5,$5.99,15%,$25.46,$15.65,$9.81,Credit Card
